Barnets	Barnets
administrerer	administrerer
han	han
en	en
rekke	rekke
alvorlige	alvorlig
saker	sak
,	$,
samtidig	samtidig
som	som
han	han
selv	selv
er	være
beskyldt	beskylde
for	for
å	å
lide	lide
av	av
avvikende	avvikende
virkelighetsoppfatning	virkelighetsoppfatning
og	og
sviktende	svikte
vurderingsevne	vurderingsevne
.	$.

-	$-
Jeg	jeg
reagerte	reagere
nesten	nesten
ikke	ikke
da	da
jeg	jeg
leste	lese
det	det
,	$,
for	for
det	det
har	ha
kommet	komme
så	så
mange	mange
beskyldninger	beskyldning
gjennom	gjennom
årene	år
.	$.

Det	det
var	være
bare	bare
dette	dette
som	som
manglet	mangle
.	$.

Det	det
er	være
nesten	nesten
umulig	umulig
å	å
kjempe	kjempe
mot	mot
en	en
slik	slik
påstand	påstand
.	$.

Det	det
blir	bli
hemmende	hemmende
for	for
alt	all
arbeid	arbeid
.	$.

Alt	alt
jeg	jeg
sier	si
og	og
gjør	gjøre
,	$,
blir	bli
tolket	tolke
i	i
verste	vond
mening	mening
,	$,
sier	si
Bertelsen	Bertelsen
.	$.

Lovens	lov
vonde	vond
arm	arm
.	$.

Ifølge	ifølge
Bertelsen	Bertelsen
har	ha
hans	hans
overordnede	overordnet
også	også
vært	være
lemfeldige	lemfeldig
med	med
helseopplysningene	helseopplysningene
hans	hans
.	$.

I	i
2008	2008
er	være
Bertelsen	Bertelsen
innlagt	innlegge
på	på
Haukeland	Haukeland
Universitetssykehus	Universitetssykehus
med	med
en	en
akutt	akutt
betennelse	betennelse
i	i
albuen	albuen
.	$.

Mens	mens
han	han
ligger	ligge
på	på
sykehus	sykehus
,	$,
er	være
han	han
i	i
kontakt	kontakt
med	med
sin	sin
avdelingsleder	avdelingsleder
i	i
Bergen	Bergen
tingrett	tingrett
.	$.

Bertelsen	Bertelsen
reagerer	reagere
på	på
det	det
som	som
så	så
skjer	skje
:	$:

Om	om
morgenen	morgen
10.	10.
april	april
ble	bli
det	det
nemlig	nemlig
sendt	sende
ut	ut
en	en
e-post	e-post
fra	fra
avdelingsleder	avdelingsleder
Ove	Ove
Kjell	Kjell
Hole	Hole
til	til
en	en
rekke	rekke
dommere	dommer
og	og
saksbehandlere	saksbehandler
.	$.

Der	der
avslører	avsløre
han	han
detaljer	detalj
om	om
sykdomsforløpet	sykdomsforløpet
.	$.

«	$"
På	på
mandag	mandag
fikk	få
han	han
dren	dren
i	i
albuen	albuen
og	og
det	det
skal	skulle
han	han
gå	gå
med	med
til	til
fredag	fredag
.	$.

Han	han
regner	regne
med	med
å	å
være	være
syk	syk
neste	neste
uke	uke
også	også
.	$.

Imidlertid	imidlertid
har	ha
han	han
fortsatt	fortsatt
ikke	ikke
sykmelding	sykmelding
,	$,
sykehuset	sykehus
ler	le
angivelig	angivelig
av	av
oss	vi
som	som
ber	be
om	om
sykmelding	sykmelding
når	når
han	han
er	være
innskrevet	innskrevet
på	på
sykehuset	sykehus
(	$(
...	$...
)	$"

Bertelsen	Bertelsen
var	være
flere	mange
ganger	gang
under	under
samtalen	samtale
sterkt	sterk
irritert	irritere
på	på
meg	jeg
.	$.

Videre	vid
heter	hete
det	det
at	at
vår	vår
offisielle	offisiell
forklaring	forklaring
bør	burde
være	være
:	$:

Tor	Tor
Bertelsen	Bertelsen
er	være
syk	syk
og	og
det	det
er	være
uvisst	uviss
når	når
han	han
er	være
tilbake	tilbake
(	$(
...	$...
)	$)
»	$"

Et	en
alvorlig	alvorlig
brudd	brudd
på	på
taushetsplikten	taushetsplikt
,	$,
mener	mene
Bertelsens	Bertelsen
advokat	advokat
,	$,
Georg	Georg
Kvande	Kvande
.	$.

-	$-
Det	det
er	være
kritikkverdig	kritikkverdig
å	å
sende	sende
ut	ut
en	en
slik	slik
e-post	e-post
med	med
uriktig	uriktig
medisinsk	medisinsk
informasjon	informasjon
om	om
en	en
ansatt	ansatt
.	$.

Det	det
burde	burde
også	også
være	være
vel	vel
kjent	kjent
for	for
administrasjonen	administrasjon
i	i
Bergen	Bergen
tingrett	tingrett
at	at
ansatte	ansatt
ikke	ikke
trenger	trenge
sykmelding	sykmelding
når	når
de	de
er	være
innlagt	innlegge
på	på
sykehus	sykehus
,	$,
sier	si
Kvande	Kvande
.	$.

Krangler	Krangler
med	med
sjefen	sjef
.	$.

Noen	noen
av	av
episodene	episode
i	i
saken	sak
mot	mot
Bertelsen	Bertelsen
skaper	skape
inntrykk	inntrykk
av	av
anstrengte	anstrengte
arbeidsforhold	arbeidsforhold
ved	ved
Tinghuset	Tinghuset
.	$.

Blant	blant
de	de
mest	mye
spesielle	spesiell
er	være
historien	historie
om	om
da	da
Bertelsen	Bertelsen
støter	støte
på	på
Ove	Ove
Kjell	Kjell
Hole	Hole
i	i
korridoren	korridoren
i	i
august	august
2011	2011
.	$.

Episodene	Episodene
er	være
ett	én
av	av
momentene	momentene
i	i
saken	sak
mot	mot
Bertelsen	Bertelsen
.	$.

Bertelsen	Bertelsen
mener	mene
han	han
selv	selv
på	på
dette	dette
tidspunktet	tidspunkt
er	være
inhabil	inhabil
i	i
en	en
sak	sak
.	$.

Hole	Hole
er	være
uenig	uenig
i	i
at	at
Bertelsen	Bertelsen
er	være
inhabil	inhabil
,	$,
og	og
skriver	skrive
senere	sen
et	en
notat	notat
om	om
hendelsen	hendelse
.	$.

Der	der
hevder	hevde
han	han
at	at
Bertelsen	Bertelsen
«	$"
prøvde	prøve
å	å
skubbe	skubbe
meg	jeg
med	med
hånden	hånd
mot	mot
brystet	bryst
mitt	min
»	$"
.	$.

Hole	Hole
sier	si
Bertelsen	Bertelsen
banket	banke
ham	han
i	i
pannen	pannen
med	med
en	en
finger	finger
.	$.

Like	like
etterpå	etterpå
skal	skulle
Bertelsen	Bertelsen
ha	ha
dyttet	dytte
ham	han
.	$.

I	i
en	en
skriftlig	skriftlig
redegjørelse	redegjørelse
avviser	avvise
Bertelsen	Bertelsen
at	at
han	han
berørte	berøre
Hole	Hole
.	$.

Sorenskriveren	Sorenskriveren
gikk	gå
da	da
til	til
det	det
skritt	skritt
å	å
sjekke	sjekke
overvåkingskameraene	overvåkingskameraene
på	på
arbeidsplassen	arbeidsplass
.	$.

«	$"
Når	når
en	en
ser	se
videoen	video
fra	fra
overvåkingskameraet	overvåkingskameraet
,	$,
er	være
det	det
ikke	ikke
tvilsomt	tvilsom
at	at
Hole	Hole
faktisk	faktisk
blir	bli
dyttet	dytte
»	$"
,	$,
heter	hete
det	det
i	i
departementets	departement
vurdering	vurdering
.	$.

Hole	Hole
ønsker	ønske
ikke	ikke
å	å
kommentere	kommentere
episoden	episode
.	$.

-	$-
Jeg	jeg
dyttet	dytte
ikke	ikke
Hole	Hole
.	$.

Tvert	tvert
imot	imot
sto	stå
jeg	jeg
stille	stille
,	$,
mens	mens
han	han
kom	komme
mot	mot
meg	jeg
og	og
stilte	stille
seg	seg
på	på
skoene	sko
mine	min
.	$.

Jeg	jeg
satte	sette
da	da
en	en
finger	finger
mot	mot
nesen	nese
hans	hans
.	$.

Sakens	Sakens
kjerne	kjerne
var	være
at	at
Hole	Hole
like	like
før	før
dette	dette
skjedde	skje
,	$,
sa	si
til	til
en	en
meddommer	meddommer
at	at
jeg	jeg
var	være
mentalt	mental
syk	syk
,	$,
sier	si
Bertelsen	Bertelsen
.	$.

Det	det
handler	handle
om	om
prestisje	prestisje
.	$.

-	$-
I	i
16	16
år	år
har	ha
Bertelsen	Bertelsen
vært	være
utsatt	utsatt
for	for
kritikk	kritikk
.	$.

Dersom	dersom
han	han
var	være
en	en
så	så
dårlig	dårlig
dommer	dommer
at	at
det	det
var	være
berettiget	berettige
grunn	grunn
for	for
å	å
reise	reise
avskjedssak	avskjedssak
mot	mot
ham	han
,	$,
ville	ville
dette	dette
ha	ha
skjedd	skje
for	for
mange	mange
år	år
siden	siden
.	$.

Det	det
sier	si
seg	seg
selv	selv
at	at
han	han
ikke	ikke
skulle	skulle
fortsatt	fortsatt
i	i
16	16
år	år
hvis	hvis
han	han
var	være
så	så
håpløs	håpløs
som	som
arbeidsgiveren	arbeidsgiver
mener	mene
at	at
han	han
er	være
,	$,
mener	mene
Kvande	Kvande
.	$.

Advokat	advokat
Kvande	Kvande
reagerer	reagere
på	på
personalbehandlingen	personalbehandlingen
av	av
Bertelsen	Bertelsen
,	$,
og	og
spesielt	spesiell
på	på
at	at
DA	DA
så	så
sent	sen
som	som
i	i
2010	2010
slo	slå
fast	fast
at	at
Bertelsen	Bertelsen
hadde	ha
barrikadert	barrikadert
seg	seg
på	på
Tinghuset	Tinghuset
mange	mange
år	år
tidligere	tidlig
.	$.

-	$-
Det	det
kan	kunne
se	se
ut	ut
som	som
om	om
det	det
er	være
denne	denne
hendelsen	hendelse
som	som
skaper	skape
problemer	problem
for	for
Bertelsen	Bertelsen
i	i
alle	all
årene	år
etterpå	etterpå
.	$.

Det	det
viser	vise
at	at
rykter	rykte
er	være
blitt	bli
fremstilt	fremstille
som	som
fakta	faktum
for	for
å	å
avskjedige	avskjedige
ham	han
,	$,
sier	si
Kvande	Kvande
.	$.

Hva	hva
skjedde	skje
egentlig	egentlig
den	den
julidagen	julidagen
i	i
1996	1996
på	på
Tinghuset	Tinghuset
?	$?

Bertelsen	Bertelsen
mener	mene
den	den
omstridte	omstridt
«	$"
barrikadesaken	barrikadesak
»	$"
er	være
starten	start
på	på
alle	all
problemene	problem
.	$.

Et	en
stempel	stempel
han	han
har	ha
levd	leve
med	med
i	i
16	16
år	år
.	$.

Om	om
hvordan	hvordan
han	han
forskanset	forskanse
seg	seg
på	på
kontoret	kontor
på	på
Tinghuset	Tinghuset
,	$,
slik	slik
at	at
politiet	politi
måtte	måtte
rykke	rykke
ut	ut
.	$.

Var	være
det	det
virkelig	virkelig
det	det
som	som
skjedde	skje
?	$?

Arbeidsgiveren	Arbeidsgiveren
hans	hans
,	$,
Domstoladministrasjonen	Domstoladministrasjonen
,	$,
slår	slå
fast	fast
at	at
«	$"
Tor	Tor
Holger	Holger
Bertelsen	Bertelsen
under	under
samlivskonflikten	samlivskonflikt
barrikaderte	barrikaderte
seg	seg
på	på
et	en
saksbehandlerkontor	saksbehandlerkontor
i	i
tinghuset	tinghus
i	i
Bergen	Bergen
,	$,
sammen	sammen
med	med
saksbehandler	saksbehandler
og	og
sitt	sin
eget	egen
barn	barn
»	$"
.	$.

Historien	historie
er	være
omtalt	omtale
som	som
«	$"
barrikadesaken	barrikadesak
»	$"
i	i
Bertelsens	Bertelsen
fyldige	fyldige
personalmappe	personalmappe
.	$.

-	$-
Jeg	jeg
satt	sette
på	på
kontoret	kontor
med	med
åpen	åpen
dør	dør
.	$.

Jeg	jeg
skrev	skrive
på	på
en	en
rettsavgjørelse	rettsavgjørelse
,	$,
mens	mens
barnet	barn
mitt	min
tegnet	tegne
.	$.

I	i
ettertid	ettertid
har	ha
det	det
blitt	bli
konstruert	konstruere
en	en
annen	annen
historie	historie
,	$,
sier	si
Bertelsen	Bertelsen
i	i
dag	dag
.	$.

Hva	hva
med	med
politiet	politi
som	som
rykket	rykke
ut	ut
til	til
Tårnplass	Tårnplass
?	$?

«	$"
Det	det
må	måtte
understrekes	understreke
at	at
gjenforeningen	gjenforeningen
(	$(
av	av
mor	mor
og	og
barn	barn
,	$,
red.anm.	red.anm.
)	$)
ble	bli
gjennomført	gjennomføre
uten	uten
dramatikk	dramatikk
ut	ut
over	over
det	det
at	at
tjenestemennene	tjenestemennene
var	være
uniformert	uniformert
(	$(
...	$...
)	$)
»	$"
,	$,
skriver	skrive
daværende	daværende
politimester	politimester
Wegner	Wegner
i	i
et	en
brev	brev
til	til
Bertelsens	Bertelsen
advokat	advokat
.	$.

I	i
rapporten	rapport
fra	fra
tjenestemannen	tjenestemannen
som	som
var	være
på	på
kontoret	kontor
,	$,
står	stå
det	det
ingenting	ingenting
om	om
at	at
Bertelsen	Bertelsen
hadde	ha
låst	låse
døren	dør
eller	eller
barrikadert	barrikadert
seg	seg
.	$.

Dommeren	dommer
satt	sette
på	på
kontoret	kontor
med	med
barnet	barn
på	på
fanget	fang
.	$.

To	to
kontoransatte	kontoransatte
var	være
også	også
til	til
stede	stede
.	$.

«	$"
Han	han
holdt	holde
hele	hel
tiden	tid
barnet	barn
fast	fast
som	som
om	om
han	han
fryktet	frykte
at	at
vi	vi
ville	ville
ta	ta
barnet	barn
fra	fra
ham	han
med	med
makt	makt
»	$"
,	$,
heter	hete
det	det
i	i
rapporten	rapport
.	$.

Etter	etter
10	10
-	$-
15	15
minutter	minutt
skal	skulle
situasjonen	situasjon
ha	ha
løst	løse
seg	seg
.	$.

BT	BT
har	ha
snakket	snakke
med	med
en	en
kilde	kilde
som	som
var	være
sentralt	sentral
plassert	plassere
på	på
Tinghuset	Tinghuset
den	den
dagen	dag
.	$.

-	$-
Jeg	jeg
har	ha
ikke	ikke
grunnlag	grunnlag
for	for
å	å
si	si
at	at
Bertelsen	Bertelsen
barrikaderte	barrikaderte
seg	seg
.	$.

Jeg	jeg
vet	vite
ikke	ikke
hvor	hvor
den	den
opplysningen	opplysning
kommer	komme
fra	fra
,	$,
sier	si
vedkommende	vedkommende
.	$.

Justisdepartementet	Justisdepartementet
har	ha
kritisert	kritisere
DAs	DAs
beskrivelse	beskrivelse
av	av
saken	sak
.	$.

«	$"
På	på
bakgrunn	bakgrunn
av	av
de	de
opplysninger	opplysning
som	som
har	ha
kommet	komme
frem	frem
i	i
forbindelse	forbindelse
med	med
vår	vår
behandling	behandling
av	av
saken	sak
,	$,
stiller	stille
vi	vi
spørsmål	spørsmål
ved	ved
om	om
den	den
beskrivelsen	beskrivelse
som	som
er	være
gitt	gi
i	i
Domstoladministrasjonens	Domstoladministrasjonen
redegjørelse	redegjørelse
,	$,
ikke	ikke
minst	liten
bruken	bruk
av	av
ordet	ord
«	$"
barrikadering	barrikadering
»	$"
,	$,
gir	gi
et	en
riktig	riktig
bilde	bilde
av	av
hendelsen	hendelse
»	$"
,	$,
skriver	skrive
departementet	departement
.	$.

Wegner	Wegner
sier	si
i	i
dag	dag
at	at
han	han
ikke	ikke
husker	huske
saken	sak
.	$.

-	$-
Jeg	jeg
stiller	stille
meg	jeg
svært	svær
kritisk	kritisk
til	til
at	at
DA	DA
kan	kunne
påstå	påstå
at	at
en	en
dommer	dommer
har	ha
barrikadert	barrikadert
seg	seg
når	når
det	det
er	være
åpenbart	åpenbar
at	at
det	det
ikke	ikke
er	være
dette	dette
som	som
har	ha
skjedd	skje
,	$,
sier	si
Georg	Georg
Kvande	Kvande
.	$.

Vil	ville
fortsette	fortsette
.	$.

Dommer	dommer
Tor	Tor
Bertelsen	Bertelsen
er	være
glad	glad
i	i
jobben	jobb
sin	sin
.	$.

Han	han
sier	si
han	han
trives	trives
godt	god
på	på
Tinghuset	Tinghuset
,	$,
og	og
håper	håpe
saken	sak
blir	bli
avgjort	avgjøre
snart	snar
og	og
at	at
han	han
kan	kunne
vende	vende
tilbake	tilbake
til	til
jobben	jobb
sin	sin
så	så
snart	snar
som	som
mulig	mulig
.	$.

-	$-
Etter	etter
16	16
år	år
med	med
konflikter	konflikt
på	på
arbeidsplassen	arbeidsplass
,	$,
er	være
det	det
noe	noe
du	du
vil	ville
ta	ta
selvkritikk	selvkritikk
for	for
?	$?

-	$-
Nei	nei
.	$.

Det	det
er	være
ingen	ingen
av	av
disse	disse
konfliktene	konflikt
jeg	jeg
har	ha
vært	være
hovedårsak	hovedårsak
til	til
.	$.

Men	men
det	det
er	være
klart	klar
at	at
en	en
person	person
som	som
har	ha
hatt	ha
en	en
så	så
vanskelig	vanskelig
arbeidssituasjon	arbeidssituasjon
i	i
16	16
år	år
,	$,
kan	kunne
gjøre	gjøre
ting	ting
for	for
å	å
mestre	mestre
problemene	problem
som	som
burde	burde
vært	være
ugjort	ugjort
.	$.

Status	status
:	$:

Det	det
er	være
usikkert	usikker
når	når
Bertelsens	Bertelsen
videre	vid
skjebne	skjebne
som	som
dommer	dommer
i	i
Bergen	Bergen
tingrett	tingrett
blir	bli
avgjort	avgjøre
.	$.

Det	det
kan	kunne
ta	ta
flere	mange
år	år
.	$.

Trolig	trolig
blir	bli
det	det
tatt	ta
ut	ut
stevning	stevning
i	i
løpet	løp
av	av
høsten	høst
.	$.

Dersom	dersom
partene	part
ikke	ikke
inngår	inngå
forlik	forlik
,	$,
blir	bli
det	det
rettssak	rettssak
.	$.

Den	den
vil	ville
ikke	ikke
gå	gå
for	for
Bergen	Bergen
tingrett	tingrett
.	$.

Samtlige	Samtlige
på	på
Tor	Tor
Holger	Holger
Bertelsens	Bertelsen
arbeidsplass	arbeidsplass
er	være
inhabile	inhabil
.	$.

Disse	disse
ledet	lede
adopsjonsnettverket	adopsjonsnettverket
|	$|

Fire	fire
kvinner	kvinne
kontrollerte	kontrollere
all	all
adopsjon	adopsjon
i	i
Bergen	Bergen
.	$.

Dekknavn	Dekknavn
og	og
dekkadresser	dekkadresser
skulle	skulle
sørge	sørge
for	for
anonymitet	anonymitet
.	$.

Babyer	Babyer
ble	bli
hentet	hente
og	og
levert	levere
på	på
hemmelige	hemmelig
turer	tur
.	$.

Adopsjonsavdeling	Adopsjonsavdeling
:	$:

På	på
Christian	Christian
Michelsens	Michelsens
barnehjem	barnehjem
i	i
Os	Os
var	være
det	det
en	en
egen	egen
spedbarnsavdeling	spedbarnsavdeling
.	$.

Nyfødte	Nyfødte
ble	bli
sendt	sende
med	med
drosje	drosje
fra	fra
jordmor	jordmor
Johanne	Johanne
Marie	Marie
Nygaard	Nygaard
i	i
Nordheimsund	Nordheimsund
til	til
blant	blant
annet	annen
Christian	Christian
Michelsens	Michelsens
barnehjem	barnehjem
på	på
Os	Os
.	$.

-	$-
Jeg	jeg
husker	huske
Hjørdis	Hjørdis
som	som
en	en
moden	moden
,	$,
litt	litt
ferm	ferm
og	og
moderlig	moderlig
type	type
.	$.

Hun	hun
var	være
rolig	rolig
,	$,
saklig	saklig
og	og
ganske	ganske
frittalende	frittalende
.	$.

Hun	hun
virket	virke
beroligende	beroligende
i	i
det	det
hun	hun
behandlet	behandle
krisen	krise
som	som
en	en
dagligdags	dagligdags
affære	affære
.	$.

Kvinnestyrt	Kvinnestyrt
:	$:

Slik	slik
beskriver	beskrive
«	$"
Grete	Grete
»	$"
helsesøster	helsesøster
Hjørdis	Hjørdis
Djuvik	Djuvik
ved	ved
Bergen	Bergen
Helseråd	Helseråd
.	$.

Året	år
var	være
1966	1966
,	$,
Grete	Grete
var	være
gravid	gravid
og	og
ville	ville
adoptere	adoptere
vekk	vekk
barnet	barn
sitt	sin
.	$.

Søster	Søster
Hjørdis	Hjørdis
på	på
Helserådets	Helserådets
avdeling	avdeling
for	for
mor	mor
og	og
barn	barn
hadde	ha
hovedansvar	hovedansvar
for	for
Helserådets	Helserådets
adopsjonsformidling	adopsjonsformidling
.	$.

Sammen	sammen
med	med
gynekolog	gynekolog
Inger	Inger
Haldorsen	Haldorsen
,	$,
sosialkurator	sosialkurator
Solveig	Solveig
Garnæs	Garnæs
og	og
barnevernsekretær	barnevernsekretær
Martha	Martha
Johnsen	Johnsen
var	være
hun	hun
sentral	sentral
i	i
to	to
apparat	apparat
som	som
formidlet	formidle
minst	liten
800	800
adopsjoner	adopsjoner
i	i
Bergen	Bergen
i	i
årene	år
fra	fra
1945	1945
og	og
frem	frem
til	til
1980	1980
.	$.

Inger	Inger
Haldorsen	Haldorsen
var	være
strategen	strateg
og	og
agitatoren	agitatoren
.	$.

Gjennom	gjennom
sine	sin
mange	mange
tillitsverv	tillitsverv
og	og
stillinger	stilling
engasjerte	engasjere
hun	hun
seg	seg
i	i
adopsjon	adopsjon
både	både
praktisk	praktisk
og	og
organisatorisk	organisatorisk
fra	fra
1935	1935
til	til
slutten	slutt
av	av
60-tallet	60-tall
.	$.

Solveig	Solveig
Garnæs	Garnæs
var	være
praktikeren	praktikeren
.	$.

Hun	hun
sto	stå
for	for
adopsjonsformidling	adopsjonsformidling
gjennom	gjennom
Nasjonalhjelpens	Nasjonalhjelpens
fond	fond
for	for
krigens	krig
ofre	offer
fra	fra
1945	1945
og	og
frem	frem
til	til
sin	sin
død	død
i	i
1963	1963
.	$.

Hjørdis	Hjørdis
Djuvik	Djuvik
hadde	ha
en	en
tilsvarende	tilsvare
rolle	rolle
ved	ved
Bergen	Bergen
helseråd	helseråd
,	$,
der	der
hun	hun
virket	virke
som	som
adopsjonsformidler	adopsjonsformidler
fra	fra
1952	1952
til	til
1980	1980
.	$.

Martha	Martha
Johnsen	Johnsen
hadde	ha
gjennom	gjennom
sin	sin
stilling	stilling
hos	hos
Fylkesmannen	Fylkesmannen
kontroll	kontroll
med	med
adopsjonsvirksomhet	adopsjonsvirksomhet
i	i
hele	hel
Hordaland	Hordaland
fra	fra
1958	1958
og	og
utover	utover
.	$.

Samtidig	samtidig
sto	stå
hun	hun
for	for
adopsjonsformidling	adopsjonsformidling
på	på
70-tallet	70-tall
.	$.

At	at
det	det
var	være
behov	behov
for	for
et	en
velsmurt	velsmurt
apparat	apparat
som	som
tok	ta
seg	seg
av	av
formidlingen	formidlingen
etter	etter
krigen	krig
,	$,
er	være
det	det
liten	liten
grunn	grunn
til	til
å	å
tvile	tvile
på	på
.	$.

Bergen	Bergen
Helseråd	Helseråd
hadde	ha
drevet	drive
adopsjonsformidling	adopsjonsformidling
før	før
og	og
under	under
krigen	krig
,	$,
men	men
en	en
stor	stor
del	del
av	av
adopsjonsformidlingen	adopsjonsformidlingen
i	i
bergensområdet	bergensområdet
hadde	ha
myndighetene	myndighet
ikke	ikke
kontroll	kontroll
over	over
.	$.

-	$-
Det	det
var	være
en	en
periode	periode
etter	etter
krigen	krig
der	der
det	det
var	være
veldig	veldig
mange	mange
adopsjoner	adopsjoner
som	som
nok	nok
foregikk	foregå
utenfor	utenfor
de	de
offisielle	offisiell
kanalene	kanalene
,	$,
men	men
etter	etter
hvert	hver
jevnet	jevnet
det	det
seg	seg
ut	ut
og	og
ble	bli
mer	mye
lovlig	lovlig
,	$,
forteller	fortelle
den	den
nå	nå
93	93
år	år
gamle	gammel
Martha	Martha
Johnsen	Johnsen
.	$.

Dekknavn	Dekknavn
«	$"
Reidun	Reidun
»	$"
:	$:

Da	da
søster	søster
Hjørdis	Hjørdis
i	i
1966	1966
møtte	møte
Grete	Grete
,	$,
var	være
hun	hun
en	en
svært	svær
erfaren	erfaren
adopsjonsformidler	adopsjonsformidler
.	$.

På	på
avdelingen	avdeling
for	for
mor	mor
og	og
barn	barn
hadde	ha
hun	hun
tatt	ta
imot	imot
over	over
500	500
gravide	gravid
kvinner	kvinne
som	som
ønsket	ønske
å	å
adoptere	adoptere
.	$.

Langt	lang
over	over
halvparten	halvpart
endte	ende
opp	opp
med	med
å	å
gi	gi
fra	fra
seg	seg
barnet	barn
sitt	sin
.	$.

Det	det
fremkommer	fremkomme
av	av
årsmeldingene	årsmeldingene
fra	fra
Bergen	Bergen
helseråd	helseråd
i	i
årene	år
1952	1952
-	$-
66	66
.	$.

Noen	noen
kom	komme
utenbys	utenbys
fra	fra
for	for
å	å
unngå	unngå
at	at
familie	familie
,	$,
venner	venn
og	og
naboer	nabo
skulle	skulle
få	få
vite	vite
om	om
graviditeten	graviditeten
.	$.

Kvinner	kvinne
fra	fra
Bergen	Bergen
dro	dra
også	også
til	til
andre	annen
kanter	kant
av	av
landet	land
.	$.

Helserådet	Helserådet
formidlet	formidle
plass	plass
«	$"
på	på
landet	land
»	$"
til	til
et	en
ukjent	ukjent
antall	antall
kvinner	kvinne
,	$,
både	både
rundt	rundt
Bergen	Bergen
og	og
på	på
Østlandet	Østlandet
:	$:

«	$"
De	de
mødre	mor
,	$,
som	som
av	av
en	en
eller	eller
annen	annen
grunn	grunn
vil	ville
gi	gi
sine	sin
barn	barn
bort	bort
til	til
adopsjon	adopsjon
,	$,
har	ha
barneavdelingen	barneavdeling
til	til
dels	del
fått	få
plassert	plassere
hos	hos
private	privat
på	på
landet	land
,	$,
»	$"
het	hete
det	det
i	i
en	en
av	av
årsmeldingene	årsmeldingene
fra	fra
Bergen	Bergen
Helseråd	Helseråd
.	$.

Når	når
kvinnene	kvinne
hadde	ha
født	føde
,	$,
ble	bli
barna	barn
umiddelbart	umiddelbar
tatt	ta
fra	fra
dem	de
.	$.

Søster	Søster
Hjørdis	Hjørdis
ble	bli
intervjuet	intervjue
i	i
Bergens	Bergens
Arbeiderblad	Arbeiderblad
i	i
1964	1964
:	$:

-	$-
Barnet	barn
blir	bli
lagt	legge
inn	inn
til	til
observasjon	observasjon
i	i
6	6
uker	uke
,	$,
hvorav	hvorav
moren	mor
har	ha
en	en
betenkningstid	betenkningstid
på	på
4	4
uker	uke
.	$.

Det	det
er	være
bare	bare
jeg	jeg
som	som
vet	vite
hvis	hvis
barn	barn
det	det
er	være
.	$.

Djuvik	Djuvik
plasserte	plasserte
barna	barn
på	på
Spebarnshjemmet	Spebarnshjemmet
i	i
Kalfarveien	Kalfarveien
,	$,
eller	eller
på	på
Mødrehjemmet	Mødrehjemmet
på	på
Fjøsanger	Fjøsanger
.	$.

Hun	hun
skriver	skrive
i	i
en	en
av	av
sine	sin
mange	mange
rapporter	rapport
fra	fra
60-tallet	60-tall
:	$:

«	$"
Da	da
barnet	barn
skulle	skulle
adopteres	adopteres
bort	bort
,	$,
ble	bli
jeg	jeg
bedt	be
om	om
å	å
ta	ta
meg	jeg
av	av
saken	sak
og	og
jeg	jeg
hentet	hente
barnet	barn
i	i
dag	dag
og	og
la	legge
det	det
inn	inn
på	på
Spebarnshjemmet	Spebarnshjemmet
under	under
dekknavnet	dekknavnet
«	$"
Reidun	Reidun
»	$"
.	$.

Fikk	få
dekkadresse	dekkadresse
:	$:

Mange	mange
av	av
kvinnene	kvinne
som	som
skulle	skulle
adoptere	adoptere
vekk	vekk
barnet	barn
sitt	sin
fikk	få
dekkadresse	dekkadresse
hos	hos
Hjørdis	Hjørdis
Djuvik	Djuvik
i	i
Bendixens	Bendixens
vei	vei
,	$,
mens	mens
de	de
bodde	bo
på	på
mødrehjemmet	mødrehjemmet
på	på
Fjøsanger	Fjøsanger
eller	eller
på	på
en	en
gård	gård
utenfor	utenfor
Bergen	Bergen
.	$.

Dette	dette
for	for
å	å
hindre	hindre
at	at
familie	familie
,	$,
venner	venn
eller	eller
andre	annen
fikk	få
vite	vite
om	om
graviditeten	graviditeten
.	$.

-	$-
Det	det
gikk	gå
så	så
langt	lang
at	at
presten	prest
i	i
Fridalen	Fridalen
kom	komme
til	til
mor	mor
og	og
beklaget	beklage
seg	seg
over	over
at	at
det	det
var	være
så	så
mange	mange
barn	barn
født	født
utenfor	utenfor
ekteskapet	ekteskapet
registrert	registrere
i	i
hans	hans
prestegjeld	prestegjeld
.	$.

Jeg	jeg
var	være
til	til
stede	stede
da	da
mor	mor
leste	lese
ham	han
leksen	leksen
,	$,
og	og
siden	siden
ble	bli
det	det
aldri	aldri
snakket	snakke
