penger	penge
et	en
naturlig	naturlig
kosthold	kosthold
,	$,
har	ha
jeg	jeg
et	en
problem	problem
.	$.

Omega-3	Omega-3
og	og
fisk	fisk
hører	høre
sammen	sammen
.	$.

Hold	holde
brød	brød
utenfor	utenfor
!	$!

Han	han
kan	kunne
også	også
dy	dy
seg	seg
for	for
«	$"
grovebølgen	grovebølgen
»	$"
,	$,
speltmoten	speltmoten
og	og
kjedenes	kjedenes
såkalte	såkalt
konseptbrød	konseptbrød
.	$.

-	$-
Kjedene	Kjedene
slenger	slenger
på	på
mel	mel
på	på
toppen	topp
,	$,
så	så
det	det
skal	skulle
se	se
rustikt	rustikt
ut	ut
.	$.

Hva	hva
som	som
er	være
inni	inni
,	$,
tror	tro
jeg	jeg
de	de
gir	gi
blaffen	blaff
i	i
.	$.

Mange	mange
av	av
«	$"
grovbrødene	grovbrødene
»	$"
er	være
tilsatt	tilsette
ekstra	ekstra
gluten	gluten
og	og
har	ha
hevet	heve
minimalt	minimalt
.	$.

Slikt	slikt
kaller	kalle
jeg	jeg
juks	juks
!	$!

Han	han
er	være
heller	heller
ikke	ikke
«	$"
speltfrelst	speltfrelst
»	$"
,	$,
selv	selv
om	om
han	han
selger	selge
noen	noen
brød	brød
med	med
spelt	spelt
.	$.

-	$-
Spelt	Spelt
er	være
ikke	ikke
så	så
sunt	sunn
.	$.

Vi	vi
trenger	trenge
litt	litt
av	av
alt	alt
,	$,
spesielt	spesiell
havre	havre
,	$,
bygg	bygg
og	og
rug	rug
.	$.

Det	det
er	være
mye	mye
helse	helse
i	i
god	god
smak	smak
også	også
.	$.

Så	så
var	være
det	det
kunsten	kunst
.	$.

For	for
eksempel	eksempel
Heli	Heli
Rekula-bildet	Rekula-bildet
av	av
jenta	jente
med	med
skudd	skudd
i	i
panna	panne
og	og
blodet	blod
rennende	renne
,	$,
med	med
en	en
kanin	kanin
foran	foran
i	i
et	en
kaldt	kald
,	$,
grått	grå
kystlandskap	kystlandskap
.	$.

Bildet	bilde
dekker	dekke
den	den
ene	ene
kjøkkenveggen	kjøkkenveggen
.	$.

-	$-
Mange	mange
reagerer	reagere
,	$,
sier	si
Øyvind	Øyvind
.	$.

-	$-
Jeg	jeg
synes	synes
det	det
forteller	fortelle
om	om
ungdommelig	ungdommelig
sårbarhet	sårbarhet
,	$,
om	om
overgangen	overgang
til	til
voksenlivet	voksenliv
,	$,
om	om
forventninger	forventning
om	om
fertilitet	fertilitet
i	i
en	en
kald	kald
verden	verden
.	$.

De	de
første	første
åra	år
jobbet	jobbe
han	han
opptil	opptil
18	18
timer	time
i	i
døgnet	døgn
.	$.

Sto	stå
opp	opp
før	før
«	$"
fuglane	fuglane
fiser	fiser
»	$"
,	$,
levde	leve
i	i
utakt	utakt
med	med
venner	venn
og	og
kjærester	kjæreste
.	$.

Det	det
har	ha
hatt	ha
sin	sin
pris	pris
.	$.

-	$-
Hvorfor	hvorfor
jeg	jeg
elsker	elske
brød	brød
?	$?

Fordi	fordi
brød	brød
er	være
et	en
levende	levende
produkt	produkt
.	$.

Gjær	Gjær
er	være
levende	levende
.	$.

Blir	bli
det	det
væromslag	væromslag
,	$,
vet	vite
jeg	jeg
at	at
det	det
blir	bli
vanskelig	vanskelig
å	å
bake	bake
brød	brød
.	$.

Derfor	derfor
er	være
brød	brød
mer	mye
interessant	interessant
.	$.

Bakepulver	Bakepulver
og	og
natron	natron
er	være
kjemiske	kjemiske
produkter	produkt
.	$.

Pepperkaker	Pepperkaker
er	være
godt	god
,	$,
men	men
det	det
er	være
et	en
dødt	død
produkt	produkt
,	$,
sier	si
Øyvind	Øyvind
Lofthus	Lofthus
.	$.

Han	han
har	ha
nesten	nesten
ikke	ikke
bakt	bakt
på	på
tre	tre
år	år
.	$.

Så	så
mye	mye
har	ha
Åpent	Åpent
Bakeri	Bakeri
vokst	vokse
.	$.

Bedriften	bedrift
kunne	kunne
vært	være
enda	enda
større	stor
,	$,
men	men
vil	ville
ikke	ikke
inn	inn
på	på
noe	noe
kjøpesenter	kjøpesenter
med	med
felles	felles
åpningstider	åpningstid
og	og
provisjon	provisjon
av	av
salget	salg
.	$.

-	$-
Kanskje	kanskje
er	være
vi	vi
blitt	bli
for	for
store	stor
allerede	allerede
,	$,
sier	si
han	han
.	$.

-	$-
Det	det
viktigste	viktig
framover	framover
blir	bli
å	å
lage	lage
bedre	god
produkter	produkt
.	$.

Tenke	Tenke
brød	brød
opp	opp
mot	mot
mat	mat
,	$,
kanskje	kanskje
einebærbrød	einebærbrød
eller	eller
brød	brød
med	med
krekling	krekling
til	til
julas	julas
sild-	sild-
og	og
fiskeretter	fiskeretter
.	$.

Jeg	jeg
tror	tro
vi	vi
går	gå
mot	mot
flere	mange
sesongvarer	sesongvarer
i	i
bransjen	bransje
.	$.

Jentene	jente
er	være
tilbake	tilbake
på	på
kjøkkenet	kjøkken
.	$.

Klare	klar
for	for
en	en
siste	sist
runde	runde
med	med
kjevlene	kjevlene
.	$.

-	$-
Hva	hva
er	være
best	god
,	$,
Baker	Baker
Hansen	Hansen
eller	eller
Åpent	Åpent
Bakeri	Bakeri
,	$,
Elsa	Elsa
?	$?

Pappa	pappa
ser	se
spent	spent
på	på
Elsa	Elsa
.	$.

-	$-
Åpent	Åpent
Bakeri	Bakeri
,	$,
sier	si
Elsa	Elsa
.	$.

-	$-
Nå	nå
var	være
jeg	jeg
heldig	heldig
,	$,
sier	si
Øyvind	Øyvind
.	$.

-	$-
Hun	hun
pleier	pleie
å	å
erte	erte
meg	jeg
og	og
svare	svare
Baker	Baker
Hansen	Hansen
.	$.

-	$-
Andreplassen	Andreplassen
føles	føles
som	som
en	en
seier	seier
|	$|

Bjørndalen	Bjørndalen
på	på
vei	vei
tilbake	tilbake
.	$.

Hegle	Hegle
Svendsen	Svendsen
på	på
tredje	tredje
.	$.

Ole	Ole
Einar	Einar
Bjørndalen	Bjørndalen
og	og
Emil	Emil
Hegle	Hegle
Svensen	Svensen
sørget	sørge
for	for
to	to
norske	norsk
på	på
pallen	pall
under	under
15	15
kilometer	kilometer
skiskyting	skiskyting
jaktstart	jaktstart
i	i
Østersund	Østersund
i	i
dag	dag
.	$.

Polske	Polske
Thomasz	Thomasz
Sikora	Sikora
gikk	gå
i	i
mål	mål
på	på
tiden	tid
34.55,2	34.55,2
.	$.

Bjørndalen	Bjørndalen
kom	komme
inn	inn
2,5	2,5
sekunder	sekund
bak	bak
polakken	polakken
.	$.

Emil	Emil
Hegle	Hegle
Svendsen	Svendsen
krysset	krysse
målstreken	målstreken
4,9	4,9
bak	bak
Sikora	Sikora
.	$.

Både	både
Bjørndalen	Bjørndalen
og	og
Hegle	Hegle
Svendsen	Svendsen
hadde	ha
tre	tre
bom	bom
hver	hver
.	$.

Med	med
gårsdagens	gårsdag
sprintseier	sprintseier
startet	starte
Emil	Emil
Hegle	Hegle
Svendsen	Svendsen
først	først
.	$.

Han	han
fikk	få
ganske	ganske
raskt	rask
følge	følge
av	av
polske	polsk
Sikora	Sikora
,	$,
samt	samt
franske	fransk
Simon	Simon
Fourcade	Fourcade
,	$,
som	som
tok	ta
fjerdeplassen	fjerdeplassen
.	$.

Ole	Ole
Einar	Einar
Bjørndalens	Bjørndalens
andreplass	andreplass
kan	kunne
tyde	tyde
på	på
at	at
34-åringens	34-åringens
form	form
er	være
på	på
vei	vei
.	$.

-	$-
Annenplassen	Annenplassen
er	være
som	som
en	en
seier	seier
for	for
meg	jeg
.	$.

Jeg	jeg
er	være
ikke	ikke
langt	lang
unna	unna
der	der
jeg	jeg
skal	skulle
være	være
nå	nå
,	$,
sier	si
Bjørndalen	Bjørndalen
til	til
NTB	NTB
.	$.

Skiskytteren	Skiskytteren
har	ha
slitt	slite
med	med
sykdom	sykdom
i	i
sesongoppkjøringen	sesongoppkjøringen
.	$.

-	$-
For	for
en	en
toppidrettsutøver	toppidrettsutøver
er	være
det	det
alt	all
annet	annen
enn	enn
bra	bra
å	å
miste	miste
nesten	nesten
to	to
og	og
en	en
halv	halv
uke	uke
med	med
trening	trening
rett	rett
før	før
sesongstart	sesongstart
.	$.

Det	det
var	være
ikke	ikke
verre	vond
enn	enn
at	at
jeg	jeg
gikk	gå
oppreist	oppreist
,	$,
men	men
jeg	jeg
kunne	kunne
ikke	ikke
trene	trene
,	$,
sier	si
Bjørndalen	Bjørndalen
,	$,
som	som
aldri	aldri
har	ha
opplevd	oppleve
verre	vond
.	$.

-	$-
Jeg	jeg
har	ha
aldri	aldri
opplevd	oppleve
lengre	lang
sykdomsfravær	sykdomsfravær
.	$.

De	de
siste	sist
14	14
årene	år
har	ha
jeg	jeg
som	som
mest	mye
vært	være
borte	borte
fra	fra
trening	trening
i	i
fire	fire
dager	dag
om	om
gangen	gang
.	$.

Etter	etter
gårsdagens	gårsdag
fjerdeplass	fjerdeplass
forklarte	forklare
Bjørndalen	Bjørndalen
at	at
han	han
manglet	mangle
det	det
ekstra	ekstra
giret	giret
for	for
å	å
utfordre	utfordre
teten	tet
.	$.

I	i
dag	dag
så	se
det	det
ikke	ikke
slik	slik
ut	ut
.	$.

På	på
de	de
siste	sist
kilometerne	kilometerne
til	til
mål	mål
tok	ta
han	han
stadig	stadig
innpå	innpå
Sikora	Sikora
,	$,
men	men
det	det
holdt	holde
altså	altså
ikke	ikke
til	til
seier	seier
.	$.

-	$-
De	de
siste	sist
to	to
stående	stå
seriene	serie
var	være
bra	bra
,	$,
og	og
sisterunden	sisterunde
var	være
sterk	sterk
.	$.

Ut	ut
fra	fra
siste	sist
skyting	skyting
så	se
jeg	jeg
en	en
mulighet	mulighet
til	til
å	å
hente	hente
inn	inn
Sikora	Sikora
,	$,
og	og
jeg	jeg
prøvde	prøve
alt	alt
jeg	jeg
kunne	kunne
,	$,
men	men
han	han
ble	bli
for	for
sterk	sterk
,	$,
sier	si
skiskytteren	skiskytteren
til	til
NTB	NTB
.	$.

Halvard	Halvard
Hanevold	Hanevold
var	være
den	den
eneste	eneste
som	som
skjøt	skyte
helt	hel
feilfritt	feilfritt
,	$,
men	men
krysset	krysse
målstreken	målstreken
som	som
nummer	nummer
seks	seks
.	$.

Alexander	Alexander
Os	Os
ble	bli
nummer	nummer
14	14
,	$,
Ronny	Ronny
Hafsås	Hafsås
19	19
,	$,
mens	mens
Frode	Frode
Andresen	Andresen
Lars	Lars
Berger	Berger
kom	komme
inn	inn
på	på
henholdsvis	henholdsvis
36.	36.
og	og
39.plass	39.plass
.	$.

Moan	Moan
gikk	gå
opp	opp
22	22
plasser	plass
|	$|

Endte	Endte
på	på
sjetteplass	sjetteplass
.	$.

Finske	Finske
Anssi	Anssi
Koivuranta	Koivuranta
tok	ta
en	en
suveren	suveren
seier	seier
i	i
verdenscuprennet	verdenscuprennet
i	i
kombinert	kombinert
i	i
Granåsen	Granåsen
søndag	søndag
.	$.

Magnus	Magnus
Moan	Moan
gikk	gå
seg	seg
opp	opp
fra	fra
28.-	28.-
til	til
sjetteplass	sjetteplass
.	$.

Verdenscupleder	Verdenscupleder
Koivuranta	Koivuranta
var	være
best	god
også	også
i	i
hoppbakken	hoppbakken
og	og
hadde	ha
25	25
sekunders	sekunders
ledelse	ledelse
til	til
David	David
Zauner	Zauner
før	før
langrennet	langrennet
.	$.

Moan	Moan
mislyktes	mislyktes
i	i
bakken	bakke
og	og
var	være
bare	bare
nummer	nummer
28	28
etter	etter
hoppingen	hoppingen
.	$.

Han	han
var	være
to	to
minutter	minutt
bak	bak
Koivuranta	Koivuranta
,	$,
men	men
gikk	gå
et	en
sterkt	sterk
langrenn	langrenn
og	og
endte	ende
til	til
slutt	slutt
som	som
nummer	nummer
seks	seks
.	$.

I	i
mål	mål
var	være
han	han
44,3	44,3
sekunder	sekund
bak	bak
den	den
finske	finsk
seierherren	seierherren
.	$.

Björn	Björn
Kircheisen	Kircheisen
fra	fra
Tyskland	Tyskland
ble	bli
nummer	nummer
to	to
.	$.

Han	han
var	være
25,9	25,9
sekunder	sekund
bak	bak
Koivuranta	Koivuranta
.	$.

Franske	Franske
Jason	Jason
Lamy	Lamy
Chappuis	Chappuis
fulgte	følge
på	på
tredjeplass	tredjeplass
.	$.

Jan	Jan
Schmid	Schmid
ble	bli
nest	nest
beste	god
norske	norsk
på	på
åttendeplass	åttendeplass
,	$,
mens	mens
Mikko	Mikko
Kokslien	Kokslien
fulgte	følge
på	på
17.-plass	17.-plass
.	$.

Iver	Iver
Markengbakken	Markengbakken
ble	bli
nummer	nummer
24	24
,	$,
Thomas	Thomas
Kjelbotn	Kjelbotn
nummer	nummer
26	26
,	$,
Håvard	Håvard
Klemetsen	Klemetsen
nummer	nummer
34	34
,	$,
Jan	Jan
Christian	Christian
Bjørn	Bjørn
nummer	nummer
37	37
,	$,
Magnus	Magnus
Krog	Krog
nummer	nummer
47	47
og	og
Gudmund	Gudmund
Storlien	Storlien
nummer	nummer
52	52
.	$.

Tora	Tora
Berger	Berger
skjøt	skyte
seg	seg
bort	bort
|	$|

Endte	Endte
på	på
sjetteplass	sjetteplass
.	$.

Èn	Èn
bom	bom
:	$:

Solveig	Solveig
Rogstad	Rogstad
ble	bli
nest	nest
beste	god
norske	norsk
,	$,
på	på
ellevteplass	ellevteplass
.	$.

I	i
går	går
skjøt	skyte
hun	hun
feilfritt	feilfritt
,	$,
men	men
i	i
dag	dag
var	være
ikke	ikke
Tora	Tora
Berger	Berger
like	like
treffsikker	treffsikker
.	$.

Skiskytteren	Skiskytteren
hadde	ha
fire	fire
bomskudd	bomskudd
,	$,
og	og
var	være
dermed	dermed
sjanseløs	sjanseløs
mot	mot
tyske	tysk
Martina	Martina
Beck	Beck
,	$,
som	som
skjøt	skyte
feilfritt	feilfritt
.	$.

Berger	Berger
endte	ende
53,6	53,6
sekunder	sekund
bak	bak
tyskeren	tysker
.	$.

Etter	etter
sprinten	sprinten
i	i
går	går
gikk	gå
hun	hun
ut	ut
som	som
nummer	nummer
to	to
.	$.

Etter	etter
å	å
ha	ha
dratt	dra
på	på
seg	seg
tre	tre
strafferunder	strafferunder
på	på
de	de
to	to
første	første
liggende	ligge
,	$,
samt	samt
én	én
bom	bom
på	på
siste	sist
stående	stå
,	$,
ble	bli
pallplassering	pallplassering
en	en
umulighet	umulighet
.	$.

På	på
pallen	pall
sørget	sørge
Jekaterina	Jekaterina
Jourijeva	Jourijeva
og	og
Svetlana	Svetlana
Sleptsova	Sleptsova
for	for
dobbelt	dobbel
russisk	russisk
,	$,
med	med
henholdsvis	henholdsvis
andre	annen
og	og
tredjeplass	tredjeplass
.	$.

Bortsett	bortse
fra	fra
Berger	Berger
ble	bli
Solveig	Solveig
Rogstad	Rogstad
eneste	eneste
norske	norsk
jente	jente
blant	blant
de	de
30	30
beste	god
.	$.

Rogstad	Rogstad
fikk	få
kun	kun
én	én
strafferunde	strafferunde
,	$,
men	men
farta	fart
i	i
sporet	sporet
holdt	holde
kun	kun
til	til
ellevteplass	ellevteplass
.	$.

Jacobsen	Jacobsen
på	på
åttende	åttende
i	i
Granåsen	Granåsen
|	$|

-	$-
Mangler	Mangler
trygghet	trygghet
.	$.

Simon	Simon
Ammann	Ammann
vant	vinne
verdenscuprennet	verdenscuprennet
i	i
hopp	hopp
i	i
Granåsen	Granåsen
søndag	søndag
.	$.

Anders	Anders
Jacobsen	Jacobsen
ble	bli
beste	god
nordmann	nordmann
på	på
åttendeplass	åttendeplass
.	$.

-	$-
Det	det
var	være
ikke	ikke
100	100
prosent	prosent
hopping	hopping
og	og
litt	litt
under	under
pari	pari
på	på
begge	begge
hoppene	hopp
.	$.

Det	det
mangler	mangle
litt	litt
trygghet	trygghet
,	$,
og	og
hoppene	hopp
blir	bli
litt	litt
for	for
kontrollert	kontrollere
,	$,
sa	si
23-åringen	23-åringen
.	$.

Johan	Johan
Remen	Remen
Evensen	Evensen
ble	bli
igjen	igjen
den	den
store	stor
norske	norsk
overraskelsen	overraskelsen
.	$.

Molde-hopperen	Molde-hopperen
har	ha
kommet	komme
fra	fra
det	det
store	stor
intet	intet
,	$,
og	og
sikret	sikre
seg	seg
tolvteplass	tolvteplass
søndag	søndag
.	$.

Lørdag	lørdag
ble	bli
han	han
nummer	nummer
ti	ti
.	$.

-	$-
Jeg	jeg
er	være
kjempefornøyd	kjempefornøyd
.	$.

Dette	dette
var	være
over	over
all	all
forventning	forventning
,	$,
sa	si
Evensen	Evensen
til	til
NTB	NTB
etter	etter
søndagens	søndag
renn	renn
.	$.

Ammann	Ammann
ledet	lede
før	før
finaleomgangen	finaleomgangen
etter	etter
et	en
hopp	hopp
på	på
140	140
meter	meter
,	$,
som	som
var	være
tangering	tangering
av	av
Gregor	Gregor
Schlierenzauers	Schlierenzauers
bakkerekord	bakkerekord
fra	fra
lørdagens	lørdag
renn	renn
.	$.

I	i
finalen	finale
landet	lande
sveitseren	sveitseren
på	på
135	135
meter	meter
og	og
endte	ende
1,9	1,9
poeng	poeng
foran	foran
Matti	Matti
Hautamäki	Hautamäki
fra	fra
Finland	Finland
.	$.

Jacobsen	Jacobsen
var	være
nummer	nummer
sju	sju
etter	etter
første	første
omgang	omgang
,	$,
men	men
falt	falle
en	en
plass	plass
etter	etter
et	en
sistehopp	sistehopp
på	på
131,5	131,5
meter	meter
.	$.

Han	han
var	være
17,4	17,4
poeng	poeng
bak	bak
vinneren	vinner
.	$.

Johan	Johan
Remen	Remen
Evensen	Evensen
ble	bli
nest	nest
beste	god
norske	norsk
på	på
tolvteplass	tolvteplass
,	$,
mens	mens
Anders	Anders
Bardal	Bardal
var	være
nummer	nummer
14	14
.	$.

Bjørn	Bjørn
Einar	Einar
Romøren	Romøren
fulgte	følge
på	på
16.-plass	16.-plass
og	og
Roar	Roar
Ljøkelsøy	Ljøkelsøy
ble	bli
nummer	nummer
24	24
.	$.

Kim	Kim
René	René
Elverum	Elverum
ble	bli
nummer	nummer
32	32
og	og
kvalifiserte	kvalifiserte
seg	seg
ikke	ikke
til	til
finalen	finale
.	$.

-	$-
Evensen	Evensen
kan	kunne
bli	bli
best	god
|	$|

Bråthen	Bråthen
roser	rose
hoppkometen	hoppkometen
.	$.

Skryter	Skryter
:	$:

Sportssjef	Sportssjef
Clas	Clas
Brede	Brede
Bråthen	Bråthen
mener	mene
Johan	Johan
Remen	Remen
Evensen	Evensen
kan	kunne
bli	bli
best	god
.	$.

Sportssjef	Sportssjef
Clas	Clas
Brede	Brede
Bråthen	Bråthen
er	være
full	full
av	av
ros	ros
overfor	overfor
Johan	Johan
Remen	Remen
Evensen	Evensen
etter	etter
helgens	helg
to	to
verdenscuprenn	verdenscuprenn
i	i
Granåsen	Granåsen
.	$.

23-åringen	23-åringen
fra	fra
Molde	Molde
har	ha
kommet	komme
fra	fra
det	det
ukjente	ukjent
og	og
hoppet	hoppe
seg	seg
rett	rett
inn	inn
i	i
verdenseliten	verdenseliten
i	i
helgen	helg
.	$.

Få	få
utenfor	utenfor
hoppmiljøet	hoppmiljøet
hadde	ha
hørt	høre
om	om
Evensen	Evensen
foran	foran
helgens	helg
verdenscuprenn	verdenscuprenn
i	i
Trondheim	Trondheim
.	$.

Lørdag	lørdag
ble	bli
Evensen	Evensen
nummer	nummer
ti	ti
,	$,
og	og
søndag	søndag
sikret	sikre
han	han
en	en
tolvteplass	tolvteplass
.	$.

Nå	nå
åpner	åpne
landslagsledelsen	landslagsledelsen
også	også
for	for
at	at
hoppkometen	hoppkometen
kan	kunne
være	være
aktuell	aktuell
for	for
den	den
tysk-østerrikske	tysk-østerrikske
hoppuka	hoppuka
.	$.

-	$-
Hvis	hvis
han	han
fortsetter	fortsette
slik	slik
,	$,
stiller	stille
vi	vi
med	med
tidenes	tid
hoppukelag	hoppukelag
om	om
han	han
ikke	ikke
blir	bli
med	med
,	$,
sa	si
Clas	Clas
Brede	Brede
Bråthen	Bråthen
etter	etter
søndagens	søndag
renn	renn
.	$.

På	på
spørsmål	spørsmål
fra	fra
pressen	presse
om	om
hvor	hvor
god	god
Evensen	Evensen
kan	kunne
bli	bli
,	$,
svarte	svare
Bråthen	Bråthen
slik	slik
:	$:

-	$-
Han	han
kan	kunne
bli	bli
best	god
.	$.

Selv	selv
virket	virke
romsdalingen	romsdalingen
overveldet	overveldet
og	og
nærmest	nær
brydd	brydd
av	av
helgens	helg
suksess	suksess
i	i
bakken	bakke
.	$.

-	$-
Hva	hva
skal	skulle
man	man
si	si
?	$?

Jeg	jeg
er	være
kjempefornøyd	kjempefornøyd
.	$.

Det	det
har	ha
gått	gå
over	over
all	all
forventning	forventning
,	$,
sa	si
Evensen	Evensen
til	til
NTB	NTB
.	$.

Justerer	Justerer
målsettingen	målsettingen
|	$|

Nå	nå
åpner	åpne
Evensen	Evensen
for	for
å	å
justere	justere
målsettingen	målsettingen
for	for
sesongen	sesong
.	$.

-	$-
Målet	mål
for	for
sesongen	sesong
var	være
å	å
hoppe	hoppe
verdenscup	verdenscup
,	$,
og	og
målet	mål
før	før
helgen	helg
var	være
å	å
kvalifisere	kvalifisere
seg	seg
for	for
rennene	renn
.	$.

Nå	nå
må	måtte
jeg	jeg
nok	nok
sette	sette
lista	lista
litt	litt
høyere	høy
,	$,
innrømmet	innrømme
han	han
.	$.

Lagkamerat	Lagkamerat
Anders	Anders
Bardal	Bardal
,	$,
som	som
ble	bli
nummer	nummer
14	14
søndag	søndag
,	$,
skrøt	skryte
også	også
av	av
Evensen	Evensen
.	$.

-	$-
Jeg	jeg
er	være
ikke	ikke
overrasket	overraske
,	$,
men	men
imponert	imponere
.	$.

Jeg	jeg
har	ha
sett	se
ham	han
i	i
hele	hel
sommer	sommer
og	og
høst	høst
,	$,
og	og
det	det
var	være
bare	bare
et	en
tidsspørsmål	tidsspørsmål
før	før
han	han
skulle	skulle
prestere	prestere
,	$,
sa	si
Bardal	Bardal
til	til
NTB	NTB
.	$.

-	$-
Kjempemessig	Kjempemessig
av	av
Evensen	Evensen
,	$,
sa	si
Roar	Roar
Ljøkelsøy	Ljøkelsøy
,	$,
som	som
ble	bli
nummer	nummer
24	24
søndag	søndag
.	$.

Selv	selv
er	være
Evensen	Evensen
veldig	veldig
fornøyd	fornøyd
med	med
å	å
få	få
være	være
med	med
på	på
et	en
lag	lag
som	som
presterer	presterer
godt	god
.	$.

-	$-
Lag	Lag
har	ha
alt	alt
å	å
si	si
i	i
hopping	hopping
,	$,
og	og
det	det
betyr	bety
masse	masse
for	for
meg	jeg
å	å
få	få
være	være
med	med
de	de
beste	god
,	$,
sa	si
han	han
.	$.

Tommy	Tommy
Sharif	Sharif
kjøpte	kjøpe
Kollentårnet	Kollentårnet
for	for
270.000	270.000
kroner	krone
|	$|

Og	og
går	gå
til	til
angrep	angrep
på	på
Trond	Trond
Giske	Giske
.	$.

Tommy	Tommy
Sharif	Sharif
sikret	sikre
seg	seg
vinnerbudet	vinnerbudet
på	på
«	$"
Diamanten	Diamanten
»	$"
på	på
Holmenkollen-tårnet	Holmenkollen-tårnet
da	da
nettauksjonen	nettauksjonen
ble	bli
avsluttet	avslutte
søndag	søndag
.	$.

Sharif	Sharif
håper	håpe
nå	nå
at	at
regjeringen	regjering
vil	ville
kjøpe	kjøpe
paviljongen	paviljongen
tilbake	tilbake
.	$.

Prisen	pris
bildekkremmeren	bildekkremmeren
måtte	måtte
ut	ut
med	med
for	for
toppen	topp
av	av
det	det
historiske	historisk
Holmenkollen-tårnet	Holmenkollen-tårnet
var	være
37.300	37.300
dollar	dollar
,	$,
eller	eller
om	om
lag	lag
270.000	270.000
kroner	krone
.	$.

-	$-
Holmenkollen	Holmenkollen
er	være
et	en
unikt	unik
kulturminne	kulturminne
,	$,
og	og
det	det
ville	ville
vært	være
en	en
skandale	skandale
om	om
den	den
hadde	ha
blitt	bli
solgt	selge
ut	ut
av	av
landet	land
.	$.

Derfor	derfor
fant	finne
jeg	jeg
ut	ut
at	at
jeg	jeg
måtte	måtte
ta	ta
ansvar	ansvar
,	$,
sier	si
Sharif	Sharif
til	til
VG	VG
Nett	Nett
.	$.

Toppen	Toppen
av	av
det	det
historiske	historisk
Holmenkollen-tårnet	Holmenkollen-tårnet
,	$,
den	den
såkalte	såkalt
diamanten	diamanten
,	$,
ble	bli
søndag	søndag
solgt	selge
på	på
nettauksjon	nettauksjon
for	for
270.000	270.000
kroner	krone
.	$.

Auksjonen	Auksjonen
på	på
det	det
internasjonale	internasjonal
auksjonsnettstedet	auksjonsnettstedet
eBay	eBay
ble	bli
avsluttet	avslutte
klokken	klokke
16.30	16.30
søndag	søndag
ettermiddag	ettermiddag
.	$.

Det	det
ble	bli
lagt	legge
inn	inn
53	53
bud	bud
,	$,
og	og
to	to
budgivere	budgivere
kjempet	kjempe
om	om
å	å
stikke	stikke
av	av
med	med
paviljongen	paviljongen
på	på
toppen	topp
av	av
tårnet	tårn
av	av
den	den
historiske	historisk
hoppbakken	hoppbakken
.	$.

«	$"
Diamanten	Diamanten
»	$"
ble	bli
skilt	skille
fra	fra
resten	rest
av	av
ovarennet	ovarennet
i	i
forbindelse	forbindelse
med	med
at	at
den	den
gamle	gammel
hoppbakken	hoppbakken
ble	bli
revet	rive
.	$.

En	en
ny	ny
og	og
mer	mye
moderne	moderne
bakke	bakke
skal	skulle
nå	nå
reises	reise
isteden	isteden
.	$.

Paviljongen	Paviljongen
er	være
fylt	fylle
med	med
tegninger	tegning
og	og
autografer	autograf
fra	fra
mange	mange
av	av
de	de
største	stor
skihopperne	skihopperne
gjennom	gjennom
tidene	tid
.	$.

Selgeren	Selgeren
,	$,
det	det
danske	dansk
entreprenørselskapet	entreprenørselskapet
NKR	NKR
Riving	Riving
,	$,
kaller	kalle
«	$"
Diamanten	Diamanten
»	$"
et	en
ekte	ekte
samlerobjekt	samlerobjekt
som	som
er	være
i	i
grei	grei
stand	stand
og	og
som	som
kan	kunne
brukes	bruke
på	på
mange	mange
forskjellige	forskjellig
måter	måte
.	$.

-	$-
Rik	Rik
mulighet	mulighet
til	til
å	å
imponere	imponere
dine	din
venner	venn
,	$,
kolleger	kollega
eller	eller
forretningsforbindelser	forretningsforbindelser
.	$.

«	$"
Diamanten	Diamanten
»	$"
er	være
klar	klar
for	for
et	en
nytt	ny
hjem	hjem
,	$,
så	så
by	by
på	på
«	$"
Diamanten	Diamanten
»	$"
i	i
Oslos	Oslo
kongekrone	kongekrone
Holmenkollen	Holmenkollen
,	$,
het	hete
det	det
i	i
annonseteksten	annonseteksten
.	$.

Et	en
tidel	tidel
unna	unna
trippel	trippel
Aksel	Aksel
|	$|

Lund	Lund
Svindal	Svindal
på	på
pallen	pall
igjen	igjen
.	$.

Aksel	Aksel
Lund	Lund
Svindal	Svindal
vant	vinne
både	både
utfor	utfor
og	og
super-G	super-G
i	i
Beaver	Beaver
Creek	Creek
,	$,
den	den
samme	samme
bakken	bakke
han	han
falt	falle
og	og
ødela	ødelegge
både	både
seg	seg
selv	selv
og	og
forrige	forrige
sesong	sesong
i	i
.	$.

I	i
kveld	kveld
var	være
det	det
storslalåm	storslalåm
,	$,
og	og
allerede	allerede
etter	etter
førsteomgang	førsteomgang
ante	ane
vi	vi
konturene	kontur
av	av
en	en
ny	ny
triumf	triumf
.	$.

-	$-
Jeg	jeg
kjørte	kjøre
ikke	ikke
spesielt	spesiell
bra	bra
,	$,
sa	si
Lund	Lund
Svindal	Svindal
til	til
Dagbladet.no	Dagbladet.no
etter	etter
omgangens	omgangens
tredje	tredje
beste	god
tid	tid
,	$,
og	og
mente	mene
det	det
burde	burde
være	være
mulig	mulig
